"","doc_id","text","label_predicted"
"47",1267872092105523200,"RT @Leaves_Cobwebs: Happy #PRIDE2020 from our house zombie to yours https://t.co/iRpMw0saXO",0
"48",1267637392023982080,"i come from a place that got more colors than the rainbow , the thought of somebody skin color bein a issue is actu<U+2026> https://t.co/I5piJYcl79",0
"49",1265835176426450944,"Ok #mtg base. What do you think is a better mass wipe effect for #CMDR: 

I<U+2019>m choosing these two rather than Damnat<U+2026> https://t.co/hFcQ5e22vg",0
"50",1268017323258122240,"RT @SnaehaJ: our Tamil community knows how it feels to have our brothers and sisters killed just for being Tamil. Let<U+2019>s not let our Black c<U+2026>",0
"51",1267592542960455680,"@AmandaTNStevens @bardandbaker @oneironym I'm glad you like it! It felt very anime with the strawberry garnish on t<U+2026> https://t.co/jeglLr6Xwz",0
"52",1267296623136083968,"I choose America, and I always will. #BunkerBoy 
https://t.co/IBFfd5BEeZ",1
"53",1265608505043582976,"A meta deck that helped me to climb the ladder. Enjoy ;)

https://t.co/BkLSLR7O7y

#MTGArena #MTGA #mtg #magic<U+2026> https://t.co/vgM4risVqG",0
"54",1267895821745471488,"@wackpackjack @jimsciutto Trump zombie troll alert!! Might get a few other zombie wingnuts to agree with you but th<U+2026> https://t.co/Z8ixMq3Byy",0
"55",1267305087967223808,"RT @SarahhMontt: This person tried to bulldoze a peaceful protest in Pasadena. This is what your #BlueLivesMatter flag means to me. Monster<U+2026>",0
"56",1266536904494845952,"Lmaoo CNN gotta be paying @sarasidnerCNN good money she deadass thuggin in the MN riots",0
"57",1267297976948371456,"@OCcornpop @HBPD_PIO @Twitter Speaking of ugly, sorry just came to me when I looked at your profile with a dead San<U+2026> https://t.co/NBZGOPuGUS",0
"58",1267527385605439488,"@GraceVivacious @Aloh424Love @bellahtyrah See diz zombie... Tacha has so many amazing fans such that if 50fans twee<U+2026> https://t.co/al7eGpR51E",0
"59",1268016356735111168,"RT @virtuallyoon: PEOPLE IN THE UK PLEASE SIGN THIS PETITION !!! 

IT<U+2019>S TO STOP THE EXPORT OF TEAR GAS, RUBBER BULLETS AND RIOT SHIELDS FRO<U+2026>",0
"60",1267939567874854912,"Can you guess this card's name? #mtg #magicthegathering https://t.co/JrqqjmgeYB",0
"61",1267639478954479616,"#adoptmetrades 
Will anyone help petsit my newborn unicorn to full grown? I can pay with a monkey box or 1.5k amc u<U+2026> https://t.co/QdhUiQC50H",0
"62",1267305165582823424,"RT @TheEllenShow: I support the protestors who are exercising their rights and standing up against the horrible injustices that Black peopl<U+2026>",0
"63",1267306907208949760,"RT @MsActiviss: @jadedcreative it's over #bunkerboy https://t.co/djKBMJn8wT",1
"64",1267880255928307712,"@RichieD76 @CourticeMarcus @donnantwich @YvetteCooperMP Again, so what?? Stop spouting irrelevant nonsense",1
"65",1267942470752624640,"RT @mametown: Just called the Louisville Metro Police Dept and the front desk gave me this number. Inbox full but keep calling. 5025742136.<U+2026>",0
"66",1267982256070524928,"https://t.co/m3JHXgqWNR
CHINA HOODWINKED WHO AND THE WORLD!
#China #ChinaIndiaFaceoff #Chinazi #coronavirus #COVID19 https://t.co/JHera8wpjQ",0
"67",1267603716485648384,"Bet them with the Hare; """"I could easily make a zombie, hahaha The Lion simply pounced on a caterpillar The Ass to keep some",0
"68",1267602994847195136,"@ValehnaXP @iilluminaughtii Damn imagine not knowing how to do google before you make a post and put a rainbow flag<U+2026> https://t.co/2q7E9LNhP3",0
"69",1267986861265469440,"RT @eNCA: Police Minister, Bheki Cele, says he's concerned about the sale of alcohol during #level3. #AlcholSales #COVID19 #lockdown #eNCA<U+2026>",0
"70",1266536905690230784,"@HamletofManlius @fernalfonso @redsteeze <U+0001F602><U+0001F602> we can only dream. CNN isn<U+2019>t going to be ended by butning that building<U+2026> https://t.co/rECwsup7u3",1
"71",1267965209395658752,"Like they say after the storm there<U+2019>s a rainbow https://t.co/u3SGVUhX5S",1
"72",1267297970237603840,"#Antifa are terrorists and with the terrorists, there is no negotiation. https://t.co/BsfFgrmfTO",0
"73",1267918497864089600,"im a beatiful rainbow support #Twibbon",0
"74",1267883786332590080,"RT @MarkHarlan_AD: Listen. Learn. Act.
#blackouttuesday https://t.co/4z7lpe7S9f",0
"75",1267658686723289088,"Peru's #COVID19 cases top 170,000, deaths reach 4,634 https://t.co/nmKsfuuc5E https://t.co/FTodODgMBE",0
"76",1267977697126264832,"@lyrratic @brandugh oh right i forgot we won<U+2019>t get to see her in her rainbow sash as she hangs out with yang and th<U+2026> https://t.co/mOdKoxlcsr",0
"77",1267304180886253568,"RT @salohfolina: Lucas - Stranger Things #BlackLivesMatter #VidasNegrasImportam https://t.co/2yWzwgYDNG",0
"78",1267619069454417920,"RT @vicannbro: what<U+2019>s a more perfect way to celebrate pride month than to take a pic infront of the rainbow house?? #PrideMonth #LGBTQ http<U+2026>",0
"79",1267304778750734336,"RT @JoseMedinaJr89: It<U+2019>s a time of reckoning. We, in #duallanguage (&amp; world languages), have been complicit in maintaining systems of oppre<U+2026>",0
"80",1267885016132059136,"@born_unicorn Salve",0
"81",1267534995578654720,"#MTG #MTGA #MTGArena #MagicTheGathering #mtgo #ehd #mtgstandard

investors and timmys be like https://t.co/EFxXyQDKvO",0
"82",1268016422514503680,"RT @ThePiebrarian: URGENT SCANNER UPDATE: I'm hearing requests for backup at 30th street and 6th ave in Manhattan and I believe I can hear<U+2026>",0
"83",1267306436754718720,"We have no leadership in our country! All we have is #BunkerBoy the #Idiot https://t.co/556u9gGXal",1
"84",1268017044093636608,"RT @CesarAzpi: Enough is enough. We are all HUMANS. Together we are stronger. #BlackLivesMatter <U+270A><U+270A><U+0001F3FB><U+270A><U+0001F3FC><U+270A><U+0001F3FD><U+270A><U+0001F3FE><U+270A><U+0001F3FF> https://t.co/6vPYaOXFiT",0
"85",1267943860401065984,"RT @spillseshYT: @ThreeDailey @TeaTriggerYT @ellinara3 And they tried to play content police <U+0001F927>",0
"86",1267949068627648512,"Trading
Valentina cuffs:4k
Hip bag of coins: 4k
Love me bag: 8k
Rainbow armlets: 15k
Treasure satchel: 14k
Cherry s<U+2026> https://t.co/rV2ART0EbJ",0
"87",1267619044657692672,"RT @FleshlessArt: @AstralVisitor @legionface None of it's official dude, we don't have an Imperial Rainbow Council",0
"88",1267656321572233216,"RADIO STATIONS ACROSS THE LAND WHERE YOU AT?

#BlackOutTuesday #BlackLivesMatter #JusticeForGeorgeFloyd<U+2026> https://t.co/sqUT8sjrfK",0
"89",1267649306518945792,"RT @iChongqing_CIMC: On May 28, a team of Chinese medical experts ended the mission to help tackle the COVID-19 in Algeria and departed for<U+2026>",0
"90",1267789963233558528,"Just a reminder that yesterday a podcast @stoolpresidente  owns put out links to donate to Antifa bail fund, Stacy<U+2026> https://t.co/RiVbeXydRL",0
"91",1267304292245012480,"I will march, protest, sign petitions. speak up and do whatever needs to be done for our people. #BlackLivesMatter<U+2026> https://t.co/NM9tBTWfdp",0
"92",1267305176014217216,"RT @Eyedalis: So emotional being here today. Boston showed up <U+270A><U+0001F3FE>

#Blacklivesmatter https://t.co/k6KmBtTXsm",0
"93",1267982373091713024,"The Establishment Has Lost ALL Credibility, COVID Is Gone??! HOW?! WHERE?! https://t.co/2nkapN0qAX via @YouTube 
#COVID19",0
"94",1267609300559593472,"@tardis_noise @Thegamerdude98 @PlayStation Black lifes stop saying that it is hypocrisy you are referring to life<U+2019>s<U+2026> https://t.co/wdd2EE0CZT",1
"95",1267992903957114880,"@midnight5791 If you like horses and sci-fi, this book is for you!

https://t.co/BPEGtyYUVv",0
"96",1267293799283404800,"RT @FrankFigliuzzi1: I<U+2019>ll discuss at 4:15p ET: Danger - Trump says he will designate Antifa a terrorist organization as GOP points fingers<U+2026>",0
"97",1267588686415265792,"Your dogs hate you,  Zombie Cheney",0
"98",1265058583093358592,"Finally doing the thing I do IRL but can't because of #COVID19. Playing some #MTG on @Twitch. 

Come join my<U+2026> https://t.co/xBItjrLju7",0
"99",1266537237937872896,"@ricky_twin @CasaburiFrank @johnrobertsFox @CNN Is this a joke? OAN is maybe the most biased out there. One reporte<U+2026> https://t.co/gscDx0pfjA",1
"100",1265669911541624832,"New to historic and looking for a budget deck that is competitive? Check out this 6R 4M wildcard mono blue tempo li<U+2026> https://t.co/C7ro01lYX1",0
"101",1267869415296688128,"@Unicorn_Galaxy4 This girl said oh yeah I think you can have the halo and then she is like nvm and she fucking told me I could have it",0
"102",1267954664835821568,"Do you know this creature's name? Retweet it! #mtg #magicthegathering https://t.co/0Gm2J5abRK",0
"103",1267610340994560000,"What? growers_land_420 grows unicorn weed... js. I ain't gonna tell nobody else tho. 
.
.
<U+00B7>
#art #love #marijuana<U+2026> https://t.co/8Rjj4GSmA0",0
"104",1267991931830833152,"A beautiful rainbow for pride month. What a great surprise today https://t.co/AWkdGDmnBp",0
"105",1267310160088838144,"My life matters.
I am not a threat.
I just want to live FREE.
I WAS BORN HERE
My life isn<U+2019>t up to YOU.
#StaffordVA<U+2026> https://t.co/fjhTcuogGz",0
"106",1266536622721576960,"RT @GibsonMcFuck: As a highly respected political pundit, I hope these privileged protestors destroying CNN in Atlanta understand who they<U+2019><U+2026>",0
"107",1267827290169208832,"@Aria_Playzz NRF giraffe for 2k group funds
NRF turtle 500 group funds
NRF evil unicorn 700 group funds
NRF king bee 300 group funds",0
"108",1267795467183644672,"RT @kyharchive: 200601 | CODEBLUE1219 https://t.co/yWqQd0OzU1",1
"109",1267499114952081408,"I'm going live right now and switching it the game for some @7DaystoDie. Come join me for some zombie killing fun o<U+2026> https://t.co/6szMAulTP7",0
"110",1267307707167436800,"Let<U+2019>s argue. <U+0001F440> #BlackLivesMatter #GeorgeFloyd #AllLivesMatterWhenBlackLivesMatter #Looters #protests2020 https://t.co/rqElAdFH3u",0
"111",1267305039380590592,"This is amazing to see in a paper like the @HoustonChron. If only more people had kneeled with @Kaepernick7 instead<U+2026> https://t.co/Ak6x7gMhfE",0
"112",1267635570009726976,"happy pride month !! <U+0001F970> here<U+2019>s my v simple rainbow makeup https://t.co/qBu0KLtyvj",0
"113",1267306740543926272,"My house on Halloween after I spent the day eating all the candy and the kids start knocking. #BunkerBoy https://t.co/5sRPjPTQ5p",1
"114",1268000626379763712,"RT @Its_KeyShawn: To my MRHS alum<U+2019>s preaching like that school was all sunshine and rainbow:

Let me make this clear. Not only was that sch<U+2026>",0
"115",1267948048841310208,"@SteveGuest @ComfortablySmug They don't give a fuck either.",0
"116",1267305170049937408,"Stand up and make your voice heard!!<U+0001F5E3><U+0001F5E3><U+270A><U+0001F3FD>
#BlackLivesMatter #BLM #protests2020 #Equality https://t.co/RlmXxejZfk",0
"117",1267945654589898752,"I expect the GOP complained about the cost of <U+201C>lighting the WH up<U+201D> with a rainbow. . . https://t.co/aRUEFbRFtq",1
"118",1267601494708125696,"RT @squinking: Barley for warrior cat of the week! He<U+2019>s my favorite fluffy farmer man. And yes, that is a rainbow in the background :)
@the<U+2026>",0
"119",1267305521918488576,"@ericswalwell @Karaoke_God @JoeBiden I cannot wait to vote for a decent man who will represent all Americans.<U+2026> https://t.co/bGk3tp465M",0
"120",1267584055866011648,"The rainbow &amp; transgender pride flags are being lifted at #HamOnt city hall

An independent review into police cond<U+2026> https://t.co/Y7vYPZJBgO",0
"121",1267468535468449792,"@VMartinez2112 @enews It<U+2019>s never enough! Why can<U+2019>t you just say thank you! That was an awesome gesture!",0
"122",1267543610330923008,"RT @Gr33nJack3t: @Bound_Unicorn charging into fire uphill is my preferred strategy. high ground advantage is dissolved by superior resolve,<U+2026>",0
"123",1267595043247927296,"RT @catturd2: The average, ordinary citizens of this country are only gonna take so much more of this terrorist bullshit.",0
"124",1267598353581223936,"RT @WolfTheRed: I've heard from the rainbow grape vine that pride is canceled this month. 

The next 30 days are dedicated to Wrath.",0
"125",1267431330620596224,"#unicorn_beacon Entropy for beacon n<U+00B0> 39547 is: """"The agile spotted cat bounced over the slow jackal and meowed: howl, howl!""""",0
"126",1267915905368879104,"RT @MaraGay: De Blasio just now on NY1: <U+201C>If those protesters had just gotten out of the way, and not created an attempt to surround that ve<U+2026>",0
"127",1267980343400857600,"YOU CAN<U+2019>T KEEP US QUIET https://t.co/lIDhhBaWgQ",0
"128",1268017323681525760,"So I bought this mask from @crookedmedia about two months ago. Sad to say it has an unintended dual purpose because<U+2026> https://t.co/lRmba0CkeS",0
"129",1267711267571105792,"RT @LexxClarkk: You can take action by going on this site and finding your local representatives and contacting them!!!! WE CANNOT LET THIS<U+2026>",0
"130",1267587774057766912,"RT @notyoongii: rt if your account is a safe place for muslim, black, brown, lgbtq+ armys <U+2661>",0
"131",1267795598335512576,"@Shaz_unicorn The texture makes me hurl",0
"132",1267484981615562752,"RT @stevensantos: Just remember that Trump's still fucking up the pandemic response along with what's been happening this past week.",0
"133",1267652072532373504,"Coronavirus: Reducing social distancing to one metre would double risk of infection, study suggests 

#COVID19<U+2026> https://t.co/GxNv60bFYh",0
"134",1267659366586413056,"RT @liberalinternat: Join LI's leadership: @hansvanbaalen, @KH_Paque &amp; @AbirAlsahlani + international panellists, tomorrow at 11:00 CEST as<U+2026>",0
"135",1267505480773046272,"RT @WiganNews1: NEWS: Wigan Council and Network Rail have said they intend to make signage clearer on all low bridges in the borough. https<U+2026>",0
"136",1267304399182852096,"#BlackLivesMatter 
No questions about this.
All lives matter, yes, but that is merely a rhetoric of what we are fig<U+2026> https://t.co/lPPbW2RHe5",0
"137",1268016746775994368,"RT @EVO: Evo supports #BlackLivesMatter and the recent protests fighting against the police brutality that disproportionately affects Black<U+2026>",0
"138",1267809292327030784,"RT @AgeofZOfficial: Are you the winner?
Fight with zombie<U+FF0C>save your city<U+FF01>

#AgeofZ",0
"139",1267305003242446848,"Serious question: Could someone explain how that bastardization of our flag doesn<U+2019>t violate the flag code? If it do<U+2026> https://t.co/QblKX5i2Lg",0
"140",1267881685921730560,"Unicorn chaser: cool Astro news https://t.co/2jdaqV0PMD",0
"141",1267613095649783808,"RT @carkgirl: companies right now flipping a coin deciding if they put a black and white logo or a rainbow one",0
"142",1267304886258905088,"To Take Such Tragic Matter and Use It As an opportunity for more Violence &amp; Hate... In the name of Peaceful Protest<U+2026> https://t.co/UMkOxWoXsa",0
"143",1265708201087062016,"I think i<U+2019>m done playing #mtg. It<U+2019>s clear to me after @maro254 <U+2018>s statement on who <U+201C>double masters<U+201D> is for that Wot<U+2026> https://t.co/XjQuuXJt4J",0
"144",1267956288832618496,"RT @winstonleather: She LIGHTS up our world. <U+2728><U+2728>

Surrender to the allure of the Tokyo iridescent pink metallic bag.

Color effect changes u<U+2026>",0
"145",1267558312582811648,"@sahouraxo brain dead zombie hoards... they think they are unique? utter clowns",0
"146",1267923921950695424,"RT @brekkstairs: PLEASE HIT US THANK YOU",0
"147",1267659906993266688,"RT @TrumpOnDrugs: @realDonaldTrump Great! #VoteTrumpOut #COVID19 https://t.co/fEbaKxysAU",0
"148",1267304687956418560,"RT @AnonEV_H: Boots-on-ground Anons are needed in cities across the US. Do your part and join this historical moment.

#GeorgeFloydProtests<U+2026>",0
"149",1267556985517596672,"RT @MrAndyNgo: <U+201C>We built this country and we will burn it down.<U+201D> Antifa news site Unicorn Riot has been conducting on the ground interviews<U+2026>",0
"150",1267619121572786176,"RT @mutantballyhoo: I love the <U+201C>N-Y-P-D, suck-my-dick!<U+201D> chant because it can<U+2019>t be co-opted by corporations making ads. Like Amazon or Apple<U+2026>",0
"151",1267999779897913344,"@iBREathetweets_ I love you Queen <U+0001F917>",0
"152",1267656801480105984,"RT @detsolnet: Human rights defenders #VaravaraRao #AnandTeltumbde #ShomaSen #SudhaBharadwaj have been denied interim bail. Despite their p<U+2026>",0
"153",1268006886777008128,"RT @Bailleuladeline: Protesters now moving back to BK after more than 1 hour trapped on the Manhattan bridge #nycprotests #NYCCurfew #Black<U+2026>",0
"154",1267857920932188160,"If you've looked into C/C++ programming, you'll likely've heard of """"Pointers"""" and """"References"""". What are they? How<U+2026> https://t.co/vh1ozqwU0d",0
"155",1267304162179592192,"RT @PhantomOfTheWH: #Songs4DaBunker  #BunkerBoy - <U+201C>Everybody Cries<U+201D>",1
"156",1267987793600491520,"RT @CrackTeeSA_: Crack-Tee - #CultureVulture (25k Cover) dropping on the 08th Of June. Really hope @TheReal_25K fucks with it. Let's Go!!!!<U+2026>",0
"157",1267305150449844224,"Pain and anger will drive you insane. I understand yall. I<U+2019>m with y<U+2019>all #BlackLivesMatter",0
"158",1265574697145696256,"Rohini Hattangadi Interview - Rohini Hattangadi is a complete package! She can make you laugh, cry, mesmerize and h<U+2026> https://t.co/p6MQEimxuM",0
"159",1267660649653559296,"RT @WHOAFRO: Over 144,700 confirmed #COVID19 cases on the African continent - with more than 61,100 recoveries &amp; 4,100 deaths. View country<U+2026>",0
"160",1267960697477980160,"RT @Justin_Ling: but, hey, black squares and rainbow flags and whatnot",0
"161",1267533012670926848,"@____ZOMBIE They fucked up the Wendy<U+2019>s???????????????",1
"162",1267906153910067200,"@LeadChangeTrish That takedown is textbook",0
"163",1267953462353883136,"@Stop_Trump20 No thanks, I think I'll pass. The idea of John Lennon Zombie eating my brain is weird.",0
"164",1266537343751786496,"RT @VABVOX: Arrest the young brown CNN reporter but not the white cop who killed the black man.
Who are the """"thugs"""" again?

#FreeOmarJimene<U+2026>",0
"165",1267933291438460928,"@NicolleDWallace Zombie Enablers! Perfect description of the silent GOP and their support of this president.",0
"166",1267970472614014976,"RT @zoeamira1: IT MADE ITS WAY TO TUMBLR TOO???? OVER 90,000 NOTES??????? YOOOOO i love yall https://t.co/kGfT5PYlwf",0
"167",1267497312705744896,"A video game playing unicorn in an infinite adventure game together with houses.",0
"168",1267990326771240960,"#wherethewildthingsare !#fieldgrownflowers season has officially taken off! Visited my longtime favorite<U+2026> https://t.co/dswrD3CNcT",0
"169",1267309865631801344,"RT @AppleChilli: @benFranklin2018 #Saboteur #protests2020 they<U+2019>re are infiltrating decent protests.

There are different factions.

Riots
P<U+2026>",0
"170",1267519108968583168,"Unicorn Tears: TAISHOU x ALICE Character Song Series vol.4<U+300E>Gretel... https://t.co/G6bepMYaeK https://t.co/cEvqbvE4Uu",0
"171",1267815946002919424,"RT @RosiannaRojas: """"Government records show it grants export licences worth millions of pounds for the sale of anti-crowd gas, riot equipme<U+2026>",0
"172",1267607484711264256,"RT @mises: If it were not for accommodative monetary policy, many big firms would have otherwise shut down by now. Once again, the Fed is r<U+2026>",0
"173",1267644795721113600,"RT @NALCO_India: She kept the tri-colour flying high for India. Now, Indian Hockey star &amp; NALCOnian Sunita Lakra is doing her bit to raise<U+2026>",0
"174",1267304864922480640,"RT @dahlia1027: Another powerful masterpiece by @Eleven_Films 

<U+201C>Black people are dying in a state of emergency... Do what you say this cou<U+2026>",0
"175",1267414448945475584,"RT @SaniaaShafiq: @AnupBis71680145 He is a betrayer &amp; beast. He is still fake.

#WeLoveShehnaaz 
#ShehnaazGiIl 
#Shehnaazians https://t.co/<U+2026>",0
"176",1267659290740916224,"RT @Antalia___: Quarantine is going way longer than expected, I wanna help<U+203C><U+FE0F><U+203C><U+FE0F><U+203C><U+FE0F> , so due too #COVID19 I will be sending the first 100 peop<U+2026>",0
"177",1267450724448960512,"I dont wanna adult anymore can I just be a Unicorn",0
"178",1267969277434396672,"@chvnniez pues si, me quiero pegar 1n tiro hoshi rainbow seungkwan generous taeyong regular woojin pretty woojin flower chenle precious",0
"179",1267616939217760256,"@dbongino I bet she<U+2019>s a zombie",1
"180",1267989693414674432,"<U+0001F44D> on @YouTube: The Nitro Cell Special: Part #3 - Rainbow Six Siege https://t.co/Q0dOJt7ifr",0
"181",1.267944926979e+18,"@rainjoyyy Closeted but telling my parents I just like rainbow &gt;:)",0
"182",1267800443020869632,"Grand Rising <U+0001F970> I still haven't been to sleep <U+0001F605><U+0001F62C><U+0001F643>",0
"183",1268016713301458944,"RT @TweetsByZaid: This baby really has a point though 
#BlackLivesMatter https://t.co/O9dHGagO9W",0
"184",1266719623971471360,"https://t.co/0UGS2LHzYT
My History of the #mtg Banned and Restricted List continues today with Part 24, which looks<U+2026> https://t.co/2yWIE6OKYy",0
"185",1268016487924740096,"@Baligubadle1 @realDonaldTrump @FoxNews How ridiculous that a coward #CadetBoneSpurs like 
@realDonaldTrump is now<U+2026> https://t.co/r2X1K6nkba",0
"186",1267628770908729344,"RT @tepanchinceva: @billtay25 @HassCho The Shantar Islands are amazingly beautiful and rich: whales, killer whales, pinnipeds, other inhabi<U+2026>",0
"187",1267305020883681280,"RT @ChrisWTheStar: everyone literally needs to pause posting content that isn<U+2019>t #BlackLivesMatter<U+00A0> related",0
"188",1267516357295439872,"I wish at @Eminem can do a rap cover of Cranberries Zombie with Bad Wolves .... That song is power... And only<U+2026> https://t.co/ogbIjKeUxN",0
"189",1267286278971719680,"RT @wreckedrocket: We should all unite against #Antifa 

Black Lives Matter <U+0001F91C><U+0001F3FE><U+0001F91B><U+0001F3FB> Conservatives 

They have high jacked the Black community<U+2026>",0
"190",1267905598680707072,"RT @SHIRTTTTTT: So I don<U+2019>t talk much at all but the world is dead lol next thing I know when I finally go outside it<U+2019>s a call of duty zombi<U+2026>",0
